"filename","smiles","carbonyl_low_specificty","carbonyl_carbon","carbonyl_nitrogen","carbonyl_oxygen","acyl_halide","aldehyde","anhydride","amide","amidinium","carbamate","carbamic_ester","carbamic_acid","carbonic_ester","carboxylic_acid","ketone"
"CC(C)(C)N_tert-butylamine","CC(C)(C)N","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)(C)OC(C)(C)C_2-methyl-2--2-methylpropan-2-yloxy-propane","CC(C)(C)OC(C)(C)C","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)(C)OC=O_tert-butyl-formate","CC(C)(C)OC=O","True","False","False","True","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)(C)OO_2-hydroperoxy-2-methylpropane","CC(C)(C)OO","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)(C)O_2-methyl-2-propanol","CC(C)(C)O","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)(C)P_tert-butylphosphine","CC(C)(C)P","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)(C)SC(C)(C)C_2-tert-butylsulfanyl-2-methylpropane","CC(C)(C)SC(C)(C)C","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)(C)SSC(C)(C)C_2-tert-butyldisulfanyl-2-methylpropane","CC(C)(C)SSC(C)(C)C","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)(C)S_2-methyl-2-propanethiol","CC(C)(C)S","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)(C)[AsH2]_tert-butylarsine","CC(C)(C)[AsH2]","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)(C)[N+](=O)[O-]_2-methyl-2-nitropropane","CC(C)(C)[N+](=O)[O-]","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)(C)[Se]C(C)(C)C_2-methyl-2---2-methyl-2-propanyl-selanyl-propane","CC(C)(C)[Se]C(C)(C)C","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)(C)c1cccc(C(C)(C)C)n1_26-ditert-butylpyridine","CC(C)(C)c1cccc(C(C)(C)C)n1","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)(C)c1ccccc1O_2-tert-butylphenol","CC(C)(C)c1ccccc1O","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)(C)c1ccccc1_tert-butylbenzene","CC(C)(C)c1ccccc1","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)(CO)CO_neopentyl-glycol","CC(C)(CO)CO","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)(Cl)Cl_22-dichloropropane","CC(C)(Cl)Cl","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)(O)c1ccccc1_2-phenyl-2-propanol","CC(C)(O)c1ccccc1","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)(c1ccc(O)cc1)c1ccc(O)cc1_44--propane-22-diyldiphenol","CC(C)(c1ccc(O)cc1)c1ccc(O)cc1","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)=C(C)C(C)C_234-trimethylpent-2-ene","CC(C)=C(C)C(C)C","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)=C(C)C_23-dimethylbut-2-ene","CC(C)=C(C)C","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)=C(C)c1ccccc1_3-methylbut-2-en-2-ylbenzene","CC(C)=C(C)c1ccccc1","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)=C=O_2-methylprop-1-en-1-one","CC(C)=C=O","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)=CC#N_3-methyl-2-butenenitrile","CC(C)=CC#N","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)=CC(C)(C)C_224-trimethylpent-2-ene","CC(C)=CC(C)(C)C","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)=CC(C)C_24-dimethylpent-2-ene","CC(C)=CC(C)C","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)=CC=C(C)C_25-dimethyl-24-hexadiene","CC(C)=CC=C(C)C","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)=CCC(C)C_25-dimethylhex-2-ene","CC(C)=CCC(C)C","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)=N_propan-2-imine","CC(C)=N","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)=O_acetone","CC(C)=O","True","True","False","False","False","False","False","False","False","False","False","False","False","False","True"
"CC(C)Br_2-bromopropane","CC(C)Br","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)C#CCC(C)C_26-dimethylhept-3-yne","CC(C)C#CCC(C)C","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)C#N_2-methylpropanenitrile","CC(C)C#N","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)C(=O)C(C)C_24-dimethyl-3-pentanone","CC(C)C(=O)C(C)C","True","True","False","False","False","False","False","False","False","False","False","False","False","False","True"
"CC(C)C(=O)O_2-methylpropanoic-acid","CC(C)C(=O)O","True","True","False","True","False","False","False","False","False","False","False","False","False","True","False"
"CC(C)C(C)(C)C(C)C_2334-tetramethylpentane","CC(C)C(C)(C)C(C)C","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)C(C)(C)C_223-trimethylbutane","CC(C)C(C)(C)C","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)C(C)Br_2-bromo-3-methylbutane","CC(C)C(C)Br","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)C(C)C(C)C_234-trimethylpentane","CC(C)C(C)C(C)C","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)C(C)C_23-dimethylbutane","CC(C)C(C)C","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)C(C)O_3-methyl-2-butanol","CC(C)C(C)O","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)C(N)C(=O)O_valine","CC(C)C(N)C(=O)O","True","True","False","True","False","False","False","False","False","False","False","False","False","True","False"
"CC(C)C(O)C(C)C_24-dimethylpentan-3-ol","CC(C)C(O)C(C)C","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)C1(C)CCCC1_1-methyl-1-propan-2-ylcyclopentane","CC(C)C1(C)CCCC1","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)C1CC1_isopropylcyclopropane","CC(C)C1CC1","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)C1CCCC1C_1R2R-1-methyl-2-propan-2-ylcyclopentane","CC(C)C1CCCC1C","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)C1CCCC1C_1S2R-1-methyl-2-propan-2-ylcyclopentane","CC(C)C1CCCC1C","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)C1CCCC1_isopropylcyclopentane","CC(C)C1CCCC1","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)C1CCCCC1_isopropylcyclohexane","CC(C)C1CCCCC1","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)C=CC(C)C_3E-25-dimethylhex-3-ene","CC(C)C=CC(C)C","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)C=CC(C)C_3Z-25-dimethylhex-3-ene","CC(C)C=CC(C)C","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)C=O_isobutanal-gauche","CC(C)C=O","True","True","False","False","False","True","False","False","False","False","False","False","False","False","False"
"CC(C)CBr_1-bromo-2-methylpropane","CC(C)CBr","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)CC(=O)CC(C)C_26-dimethyl-4-heptanone","CC(C)CC(=O)CC(C)C","True","True","False","False","False","False","False","False","False","False","False","False","False","False","True"
"CC(C)CC(=O)O_3-methylbutanoic-acid","CC(C)CC(=O)O","True","True","False","True","False","False","False","False","False","False","False","False","False","True","False"
"CC(C)CC(C)C_24-dimethylpentane","CC(C)CC(C)C","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)CC(C)O_4-methyl-2-pentanol","CC(C)CC(C)O","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)CC(N)C(=O)O_leucine","CC(C)CC(N)C(=O)O","True","True","False","True","False","False","False","False","False","False","False","False","False","True","False"
"CC(C)CC(O)CC(C)C_26-dimethyl-4-heptanol","CC(C)CC(O)CC(C)C","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)CC1CCCC1_2-methylpropyl-cyclopentane","CC(C)CC1CCCC1","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)CC=O_3-methylbutyraldehyde","CC(C)CC=O","True","True","False","False","False","True","False","False","False","False","False","False","False","False","False"
"CC(C)CCC(C)(C)C_225-trimethylhexane","CC(C)CCC(C)(C)C","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)CCC(C)C_25-dimethylhexane","CC(C)CCC(C)C","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)CCCC(C)C_26-dimethylheptane","CC(C)CCCC(C)C","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)CCCCCCCO_8-methyl-1-nonanol","CC(C)CCCCCCCO","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)CCCCO_5-methyl-1-hexanol","CC(C)CCCCO","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)CCCl_1-chloro-3-methylbutane","CC(C)CCCl","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)CCOCCC(C)C_diisopentyl-ether","CC(C)CCOCCC(C)C","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)CCO_3-methyl-1-butanol","CC(C)CCO","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)CCSCCC(C)C_diisopentylsulfide","CC(C)CCSCCC(C)C","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)CCS_3-methyl-1-butanethiol","CC(C)CCS","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)CCl_1-chloro-2-methylpropane","CC(C)CCl","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)CI_1-iodo-2-methylpropane","CC(C)CI","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)CNCC(C)C_diisobutylamine","CC(C)CNCC(C)C","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)COC(=O)c1ccc(O)cc1_isobutylparaben","CC(C)COC(=O)c1ccc(O)cc1","True","False","False","True","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)COC(C)C_isopropyl-isobutyl-ether","CC(C)COC(C)C","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)COC=O_isobutyl-formate","CC(C)COC=O","True","False","False","True","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)CO_2-methyl-1-propanol","CC(C)CO","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)CS_isobutyl-mercaptan","CC(C)CS","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)C_isobutane","CC(C)C","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)Cc1ccccc1_isobutylbenzene","CC(C)Cc1ccccc1","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)Cl_2-chloropropane","CC(C)Cl","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)F_2-fluoropropane","CC(C)F","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)I_2-iodopropane","CC(C)I","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)N(C#N)C(C)C_dipropan-2-ylcyanamide","CC(C)N(C#N)C(C)C","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)N_isopropylamine","CC(C)N","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)OC(=O)c1ccc(O)cc1_isopropylparaben","CC(C)OC(=O)c1ccc(O)cc1","True","False","False","True","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)OC(C)C_diisopropyl-ether","CC(C)OC(C)C","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)O[N+](=O)[O-]_isopropyl-nitrate","CC(C)O[N+](=O)[O-]","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)SC(C)C_2-propan-2-ylsulfanylpropane","CC(C)SC(C)C","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)[N+](=O)[O-]_2-nitropropane","CC(C)[N+](=O)[O-]","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C)c1ccccc1O_2-propan-2-ylphenol","CC(C)c1ccccc1O","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(C=O)c1ccccc1_2-phenylpropionaldehyde","CC(C=O)c1ccccc1","True","True","False","False","False","True","False","False","False","False","False","False","False","False","False"
"CC(CO)CO_2-methyl-13-propanediol","CC(CO)CO","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(CO)c1ccccc1_2-phenyl-1-propanol","CC(CO)c1ccccc1","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(Cl)(Cl)Cl_111-trichloroethane","CC(Cl)(Cl)Cl","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(Cl)=CCCl_z-13-dichloro-2-butene","CC(Cl)=CCCl","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(Cl)CC(=O)O_3-chlorobutanoic-acid","CC(Cl)CC(=O)O","True","True","False","True","False","False","False","False","False","False","False","False","False","True","False"
"CC(Cl)CCC(=O)O_4-chloropentanoic-acid","CC(Cl)CCC(=O)O","True","True","False","True","False","False","False","False","False","False","False","False","False","True","False"
"CC(Cl)CCl_12-dichloropropane","CC(Cl)CCl","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(Cl)CO_2S-2-chloropropan-1-ol","CC(Cl)CO","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(Cl)Cl_11-dichloroethane","CC(Cl)Cl","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(F)(Cl)Cl_11-dichloro-1-fluoroethane","CC(F)(Cl)Cl","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(F)(F)C(F)(F)F_11122-pentafluoropropane","CC(F)(F)C(F)(F)F","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(F)(F)Cl_1-chloro-11-difluoroethane","CC(F)(F)Cl","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(F)(F)F_111-trifluoroethane","CC(F)(F)F","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(F)=C(Cl)Cl_11-dichloro-2-fluoropropene","CC(F)=C(Cl)Cl","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(F)CF_12-difluoropropane","CC(F)CF","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(F)Cl_1-chloro-1-fluoroethane","CC(F)Cl","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(F)F_11-difluoroethane","CC(F)F","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(N)=O_acetamide","CC(N)=O","True","True","True","False","False","False","False","True","False","False","False","False","False","False","False"
"CC(N)C(=O)O_alanine","CC(N)C(=O)O","True","True","False","True","False","False","False","False","False","False","False","False","False","True","False"
"CC(N)CC#N_3-aminobutanenitrile","CC(N)CC#N","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(N)CN_12-propanediamine","CC(N)CN","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(O)C(C)O_2R-3R-butane-23-diol","CC(O)C(C)O","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(O)C(C)O_2R-3S-butane-23-diol","CC(O)C(C)O","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(O)C(C)O_2S-3S-butane-23-diol","CC(O)C(C)O","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(O)C(C)O_butane-23-diol","CC(O)C(C)O","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(O)C(N)C(=O)O_threonine","CC(O)C(N)C(=O)O","True","True","False","True","False","False","False","False","False","False","False","False","False","True","False"
"CC(O)CC(C)(C)O_2-methyl-24-pentanediol","CC(O)CC(C)(C)O","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(O)CC(C)O_24-pentanediol","CC(O)CC(C)O","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(O)CCO_3R-butane-13-diol","CC(O)CCO","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(O)CCO_3S-butane-13-diol","CC(O)CCO","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(O)CCl_1-chloro-2-propanol","CC(O)CCl","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(O)CNCC(C)O_diisopropanolamine","CC(O)CNCC(C)O","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(O)CN_1-amino-2-propanol","CC(O)CN","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(O)COC(C)C_1-isopropoxy-2-propanol","CC(O)COC(C)C","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(O)CO_2R-propa-12-diol","CC(O)CO","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(O)CO_2S-propa-12-diol","CC(O)CO","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(O)CO_propane-12-diol","CC(O)CO","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(O)Cc1ccccc1_1-phenyl-2-propanol","CC(O)Cc1ccccc1","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC(O)c1ccccc1_1-phenylethanol","CC(O)c1ccccc1","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC1(C)C=C1_33-dimethylcyclopropene","CC1(C)C=C1","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC1(C)C=CCC1_33-dimethylcyclopent-1-ene","CC1(C)C=CCC1","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC1(C)CC1_11-dimethylcyclopropane","CC1(C)CC1","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC1(C)CC=CC1_44-dimethylcyclopent-1-ene","CC1(C)CC=CC1","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC1(C)CCC(C)(C)O1_2255-tetramethyltetrahydrofuran","CC1(C)CCC(C)(C)O1","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC1(C)CCCCC1_11-dimethylcyclohexane","CC1(C)CCCCC1","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC1(C)CO1_12-epoxy-2-methylpropane","CC1(C)CO1","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC1(O)CCCCC1_1-methylcyclohexanol","CC1(O)CCCCC1","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC12CCC(CC1)C(C)(C)O2_eucalyptol","CC12CCC(CC1)C(C)(C)O2","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC12CCC(CC1=O)C2(C)C_camphor","CC12CCC(CC1=O)C2(C)C","True","True","False","False","False","False","False","False","False","False","False","False","False","False","True"
"CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O_8r9s13s14s-3-hydroxy-13-methyl-7891112141516-octahydro-6h-cyclopentaaphenanthren-17-one","CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O","True","True","False","False","False","False","False","False","False","False","False","False","False","False","True"
"CC12COP(=O)(OC1)OC2_4-methyl-267-trioxa-1-phosphabicyclo-222-octane-1-oxide","CC12COP(=O)(OC1)OC2","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC12COP(OC1)OC2_4-methyl-267-trioxa-1-phosphabicyclo-222-octane","CC12COP(OC1)OC2","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC12CO[P]([S])(OC1)OC2_4-methyl-1-thioxo-267-trioxa-1-phosphabicyclo-222-octane","CC12CO[P]([S])(OC1)OC2","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC1=C(C)C(C)CC1_123-trimethylcyclopent-1-ene","CC1=C(C)C(C)CC1","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC1=C(C)CCC1_12-dimethylcyclopent-1-ene","CC1=C(C)CCC1","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC1=CC(=O)CC1_3-methyl-2-cyclopenten-1-one","CC1=CC(=O)CC1","True","True","False","False","False","False","False","False","False","False","False","False","False","False","True"
"CC1=CC(=O)OC1=O_methyl-maleic-anhydride","CC1=CC(=O)OC1=O","True","True","False","True","False","False","True","False","False","False","False","False","False","False","False"
"CC1=CC(C)CC1_13-dimethylcyclopent-1-ene","CC1=CC(C)CC1","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC1=CC2CCC1C2_methylnorbornene","CC1=CC2CCC1C2","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC1=CC=CC1_methylcyclopentadiene","CC1=CC=CC1","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC1=CCC(=O)O1_5-methyl-2-3H-furanone","CC1=CCC(=O)O1","True","True","False","True","False","False","False","False","False","False","False","False","False","False","False"
"CC1=CCC(C(C)C)C1_1-methyl-4--propan-2-yl-cyclopent-1-ene","CC1=CCC(C(C)C)C1","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC1=CCC(C)C1_14-dimethylcyclopent-1-ene","CC1=CCC(C)C1","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC1=CCCC1(C)C_155-trimethylcyclopent-1-ene","CC1=CCCC1(C)C","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC1=CCCC1C_15-dimethylcyclopent-1-ene","CC1=CCCC1C","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC1=CCCC1_methylcyclopentene","CC1=CCCC1","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC1=Cc2ccccc2C1_2-methylindene","CC1=Cc2ccccc2C1","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC1C=C(C(C)C)CC1_3-methyl-1--propan-2-yl-cyclopent-1-ene","CC1C=C(C(C)C)CC1","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC1C=CC(C)C1_3R5R-35-dimethylcyclopent-1-ene","CC1C=CC(C)C1","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC1C=CC(C)C1_3R5S-35-dimethylcyclopent-1-ene","CC1C=CC(C)C1","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC1C=CCC1C_3R4R-34-dimethylcyclopent-1-ene","CC1C=CCC1C","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC1C=CCC1C_3R4S-34-dimethylcyclopent-1-ene","CC1C=CCC1C","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC1C=CCC1_3-methylcyclopentene","CC1C=CCC1","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC1C=Cc2ccccc21_1-methylindene","CC1C=Cc2ccccc21","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC1CC(=O)O1_4-methyloxetan-2-one","CC1CC(=O)O1","True","True","False","True","False","False","False","False","False","False","False","False","False","False","False"
"CC1CC(C)C(C)C1_1R2S4R-124-trimethylcyclopentane","CC1CC(C)C(C)C1","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC1CC(C)C(C)C1_1S2R-124-trimethylcyclopentane","CC1CC(C)C(C)C1","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC1CC(C)C(C)C1_1S2S-124-trimethylcyclopentane","CC1CC(C)C(C)C1","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC1CC(C)C1_cis-13-dimethylcyclobutane","CC1CC(C)C1","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC1CC(C)C1_trans-13-dimethylcyclobutane","CC1CC(C)C1","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC1CC1(C)C_112-trimethylcyclopropane","CC1CC1(C)C","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC1CC1C_1R2R-12-dimethylcyclopropane","CC1CC1C","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC1CC1C_1R2S-12-dimethylcyclopropane","CC1CC1C","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC1CC=CC1_4-methylcyclopentene","CC1CC=CC1","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC1CCC(=O)C1_3-methylcyclopentanone","CC1CCC(=O)C1","True","True","False","False","False","False","False","False","False","False","False","False","False","False","True"
"CC1CCC(=S)N1_5R-5-methyl-2-pyrrolidinethione","CC1CCC(=S)N1","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC1CCC(C(C)C)C1_1R3R-1-methyl-3-propan-2-ylcyclopentane","CC1CCC(C(C)C)C1","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC1CCC(C(C)C)C1_1R3S-1-methyl-3-propan-2-ylcyclopentane","CC1CCC(C(C)C)C1","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC1CCC(C)(C)C1_113-trimethylcyclopentane","CC1CCC(C)(C)C1","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC1CCC(C)C1C_1R2R3S-123-trimethylcyclopentane","CC1CCC(C)C1C","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC1CCC(C)C1C_1R2S3S-123-trimethylcyclopentane","CC1CCC(C)C1C","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC1CCC(C)C1C_1R3R-123-trimethylcyclopentane","CC1CCC(C)C1C","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC1CCC(C)C1_1R3R-13-dimethylcyclopentane","CC1CCC(C)C1","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC1CCC(C)C1_1R3S-13-dimethylcyclopentane","CC1CCC(C)C1","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC1CCC(C)CC1_1R4R-14-dimethylcyclohexane","CC1CCC(C)CC1","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC1CCC(C)CC1_1S4S-14-dimethylcyclohexane","CC1CCC(C)CC1","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC1CCC(C)O1_2S5R-25-dimethyltetrahydrofuran","CC1CCC(C)O1","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"CC1CCC1C_cis-12-dimethylcyclobutane","CC1CCC1C","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
